country,unempbenefits,afp_totlabforce,afp_total,cgd_total,cureduexpen_pri,cureduexpen_sec,cureduexpen_ter,cureduexpen_total,eduattain_doctoral,eduattain_bachelor,eduattain_master,eduattain_sec,eduattain_postsec,eduattain_primary,eduattain_tertiary,eduattain_uppersec,expense,life_expectatbirth_fem,life_expectatbirth_male,life_expectatbirth_total,milexp_gdp,milexp_usd,peacekeepers,suic_mortalityrate_pop,suic_mortalityrate_female,suic_mortalityrate_male,totalreserves,unemptotal_modeiloest,unemptotal_nationalest,score,socialsupport,pay_usd
Kyrgyz Republic,,,,,,,,,,,,,,,,,25.4852528760826,75.6,67.4,71.4,1.59982588920602,127148346.679175,,,,,26.397693022003,5.96000003814697,4.53709983825684,5.261,1.4380000000000002,
Lao PDR,,,,,,,,,,,,,,,,,,69.417,65.838,67.61,,,,,,,6.37587282620868,0.640999972820282,,4.796,1.03,
Latvia,,,,,,,,,1.10706996917725,30.0282802581787,14.6020202636719,100,43.5797996520996,,33.0747489929199,90.3030319213867,42.5506252287231,79.7,70.1,74.7829268292683,2.07630055673307,723534341.32408,,,,,,7.41200017929077,7.41230010986328,5.94,1.465,
Lebanon,,,,,,,,,,,,,,,,,29.3142901458401,80.821,77.076,78.875,4.85179457921743,2775557816.20658,,,,,65.71744208545,6.14300012588501,,5.197,1.224,
Lesotho,,,,,96.5161209106445,96.4000625610352,100,96.5287628173828,,,,,,,,,38.9504240994426,56.954,50.582,53.705,1.75515107245303,51064347.7548233,,,,,80.5375093675758,23.9710006713867,,3.802,1.169,
Liberia,,,,,,,,,,,,,,,,,,65.114,62.347,63.73,0.422612287311853,13729500,,,,,45.6087208939941,2.93199992179871,,3.975,0.922,
Libya,,,,,,,,,,,,,,,,,,75.788,69.895,72.724,,,,,,,,18.4680004119873,,5.525,1.3030000000000002,
Liechtenstein,,,,,,,,,,,,,,,,,,85.5,80.7,83.0414634146342,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,32.2747666057014,80.7,70.9,75.6804878048781,1.98387039559536,1056383744.67382,,,,,,6.14699983596802,6.14709997177124,6.149,1.515,
Luxembourg,,,,,,,,,,,,,,,,,38.4325670412719,84.6,80.1,82.2951219512195,0.565945496842178,393243517.433955,,,,,,5.58500003814697,5.58540010452271,7.09,1.479,
"Macao SAR, China",,,,,,,80.178337097168,81.2330017089844,,,,,,,,,14.6020537823378,87.051,81.149,84.118,,,,,,,,1.96599996089935,1.79999995231628,,,
Madagascar,,,,,,,,,,,,,,,,,9.79857696232826,68.301,65.077,66.681,0.603676114702098,73258425.2386784,,,,,46.6357984486244,1.68900001049042,,3.9330000000000003,0.9159999999999999,
Malawi,,,,,,,,,,,,,,,,,21.3109738574934,66.937,60.651,63.798,0.848242488415882,58369173.4379987,,,,,33.5258806835233,5.62200021743774,,3.41,0.56,
Malaysia,,,,,99.3965835571289,92.8581314086914,83.5316925048828,93.3609390258789,,,,,,,,,15.9313634284387,78.167,74.075,75.997,0.979129162522852,3469828206.79145,,,,,,3.34999990463257,3.29999995231628,5.3389999999999995,1.171,17222.222222222222
Maldives,,,,,,,,,,,,,,,,,,80.499,77.229,78.627,,,,,,,30.8614361092971,5.84899997711182,,,,
Mali,,,,,,,,,0.110440000891685,2.24835991859436,,10.0408096313477,6.18122005462646,15.6179399490356,2.81132006645203,7.11877012252808,12.2987251263341,59.649,58.137,58.893,2.80741670812846,481728184.477863,,,,,,7.1100001335144,1.61989998817444,4.39,1.105,
Malta,,,,,,,,,0.491809993982315,18.4249897003174,6.64273977279663,82.1786727905273,30.1369705200195,98.9329223632813,22.1188697814941,45.2157211303711,35.1400939156918,84.6,80.4,82.4487804878049,0.459706607113568,66869091.0378528,,,,,,3.71600008010864,3.65820002555847,6.726,1.52,
Marshall Islands,,,,,,,,,,,,,,,,,57.8650362891928,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,66.292,63.082,64.704,3.0348539684734,159013352.980386,,,,,17.8794538980258,9.46399974822998,,4.49,1.167,
Mauritius,,,,,,,,,,,,,,,,,23.3310720110712,77.72,71.27,74.4163414634146,0.16207677598016,23017460.7749502,,,,,,6.65700006484985,6.42649984359741,5.888,1.402,
Mexico,,,,,,,,,0.0829700008034706,16.0160598754883,1.51269996166229,63.2359199523926,16.4495906829834,82.7533721923828,16.4495906829834,35.6546287536621,20.4492381899093,77.844,72.118,74.992,0.480083516796019,5839521271.01987,,,,,38.9246916773471,3.28299999237061,3.28290009498596,6.595,1.3230000000000002,29951.923076923077
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,21.5071605755872,69.454,66.117,67.755,,,,,,,,,,,,
Moldova,,,,,88.3898315429688,87.4957962036133,92.3911895751953,88.3525390625,0.145689994096756,20.1230392456055,1.11343002319336,97.2897186279297,,99.4423828125,33.5144195556641,75.2385177612305,27.2862681586932,76.074,67.53,71.808,0.334591694688952,37404689.5300252,,,,,40.1993032188788,2.9779999256134,4.11269998550415,5.529,1.328,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,22.6196223970506,73.961,65.631,69.689,0.738154622880579,96067489.8598111,,,,,11.9581068246888,6.25400018692017,5.37659978866577,5.285,1.531,
Montenegro,,,,,,,,,,,,,,,,,,79.199,74.317,76.77,1.43362922962842,78906554.3004851,,,,,15.0836794540269,15.1750001907349,15.1749000549316,5.523,1.361,
Morocco,,,,,,,,,,,,,,,,,24.6834070880413,77.668,75.19,76.453,3.12841439874879,3696856944.7441,,,,,48.6166852546091,9.07800006866455,,5.207999999999999,0.782,10000.0000000000000000
Mozambique,,,,,,,,,,,,,,,,,20.050842724026,62.966,57.114,60.163,1.16716655635427,169589578.881903,,,,,17.2075489812406,3.23699998855591,,4.466,0.986,
Myanmar,,,,,,,,,,,,,,,,,,69.874,63.761,66.867,,,,,,,52.8466493220916,1.49399995803833,0.865899980068207,4.36,1.181,
Namibia,,,,,,,,,,,,,,,,,33.5848351105969,66.18,60.357,63.373,3.21691602489875,455569084.303806,,,,,,19.8770008087158,19.8770008087158,4.638999999999999,1.3130000000000002,
Nauru,,,,,,,,,,,,,,,,,82.85420900625,,,,,,,,,,,,,,,
Nepal,,,,,,,,,,,,,,,,,,71.9,68.989,70.478,1.55781327529318,429373005.932663,,,,,151.252633740545,1.35000002384186,,4.913,1.226,
Netherlands,,,,,,,,,0.627430021762848,31.0932102203369,11.7291698455811,90.3683166503906,33.2913818359375,98.5149765014648,33.039680480957,71.1049575805664,37.5871241629944,83.4,80.3,81.8121951219512,1.21659244560029,11114927469.5183,,,,,,3.82999992370605,3.83049988746643,7.4879999999999995,1.5219999999999998,61382.978723404255
New Caledonia,,,,,,,,,,,,,,,,,,79.3,75.1,77.1487804878049,,,,,,,,12.8470001220703,,,,
New Zealand,,,,,,,,,,,,,,,,,30.2650391515446,83.6,80.2,81.8585365853659,1.28659946458207,2525003415.11223,,,,,,4.2979998588562,4.29930019378662,7.307,1.557,58809.523809523810
Nicaragua,,,,,,,,,,,,,,,,,16.7974158589373,77.77,70.741,74.275,0.624071910323556,81593932.6938754,,,,,19.4049161806506,5.19999980926514,5.19999980926514,6.105,1.325,
Niger,,,,,,,,,,,,,,,,,,63.212,60.9,62.024,2.44552289450255,229639906.143836,,,,,,0.470999985933304,,4.628,0.774,
Nigeria,,,,,,,,,,,,,,,,,,55.244,53.45,54.332,0.506944515682056,2043051719.21673,,,,,84.9104266888832,8.24300003051758,,5.265,1.111,15781.250000000000
North Macedonia,,,,,,,,,,,,,,,,,27.9645867787245,77.736,73.684,75.688,0.943771634667063,119586974.17079,,,,,37.8935582637437,20.7360000610352,20.7355995178223,5.274,1.294,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,,,,,,,37.7030241924064,84.5,81.1,82.7585365853659,1.62830018748973,7067073380.84597,,,,,,3.79999995231628,3.79970002174377,7.553999999999999,1.5819999999999999,79166.666666666667
Oman,,,,,96.9244079589844,96.9244079589844,,,,,,,,,,,,80.134,75.89,77.633,9.51792685596911,7565344603.38101,,,,,,2.86400008201599,1.79999995231628,,,
Pakistan,,,,,,,,,,,,,,,,,,68.109,66.194,67.114,4.05247616879847,11528865690.0329,,,,,12.655785171631,4.08300018310547,4.08319997787476,5.653,0.8859999999999999,12058.823529411765
Palau,,,,,,,,,,,,,,,,,41.3588244014241,,,,,,,,,,,,,,,
Panama,,,,,,,,,,,,,,,,,,81.593,75.235,78.329,0,0,,,,,,3.89400005340576,3.89409995079041,6.321000000000001,1.442,
Papua New Guinea,,,,,,,,,,,,,,,,,19.0467824964486,65.576,63.039,64.263,0.384715585019802,79956905.785118,,,,,12.6371825631516,2.42300009727478,,,,
Paraguay,,,,,,,,,0.0557999983429909,13.0230398178101,6.9596700668335,50.1185607910156,15.2228899002075,75.6155395507813,15.2228899002075,39.3815689086914,15.0652735801572,76.25,72.159,74.131,0.925373295264374,386556389.586348,,,,,48.7232051093524,4.53399991989136,6.2172999382019,5.742999999999999,1.475,
Peru,,,,,84.3324966430664,85.0713729858398,81.2929306030273,83.1767730712891,,,11.8941297531128,64.1127319335938,21.9098300933838,81.9484786987305,21.9098300933838,58.0391807556152,19.7554220783453,79.28,73.834,76.516,1.17465167217132,2648683287.36167,,,,,90.3607164706341,3.39000010490417,3.10689997673035,5.697,1.274,26125.000000000000
Philippines,,,,,,,,,,,,,,,,,14.2125593180723,75.387,67.123,71.095,0.859043756442233,2842618671.85446,,,,,100.251147158095,2.33800005912781,2.33839988708496,5.631,1.2930000000000001,44062.500000000000
Poland,,,,,,,,,,,,,,,,,33.4861918056289,81.7,73.7,77.6024390243903,2.05527132750256,12040673422.9565,,,,,,3.84500002861023,3.84549999237061,6.182,1.4380000000000002,28803.191489361702
Portugal,,,,,,,,,0.588530004024506,18.6540298461914,13.6415901184082,54.3030204772949,19.2310905456543,91.5428009033203,18.6854991912842,37.0835800170898,39.208484231065,84.5,78.3,81.3243902439024,1.85747391226027,4420169257.46255,,,,,,6.99300003051758,6.99340009689331,5.693,1.431,26283.783783783784
Puerto Rico,,,,,,,,,,,,,,,,,,83.382,76.346,79.7781951219512,,,,,,,,9.19999980926514,9.19999980926514,,,
Qatar,,,,,,,,,,,,,,,,,,81.876,78.981,80.1,,,,,,,,0.109999999403954,0.109999999403954,6.374,1.3130000000000002,
Romania,,,,,,,,,,,,,,,,,33.0759406163481,79.2,71.7,75.3585365853659,1.81959674237005,4359021208.90509,,,,,,4.18699979782104,4.18690013885498,6.07,1.232,20000.000000000000
Russian Federation,,,,,,,,,,,,,,,,,28.7317202780093,77.81,67.75,72.6573170731707,3.72418481820575,61387546980.4354,,,,,103.269465991168,4.84600019454956,4.84590005874634,5.648,1.452,23944.174757281553
Rwanda,,,,,87.5325164794922,89.9483489990234,74.2014465332031,,0.0160199999809265,4.13283014297485,0.304140001535416,13.4044103622437,4.13283014297485,35.986011505127,4.13283014297485,9.85904026031494,18.7040553606235,70.784,66.518,68.7,1.25174035173425,118959174.046815,,,,,24.9888979313627,1.01699995994568,15.1133003234863,3.3339999999999996,0.711,
Samoa,,,,,,,,,,,,,,,,,27.7863962577009,75.325,71.197,73.187,,,,,,,39.7549527068965,8.3120002746582,,,,
San Marino,,,,,99.8119964599609,99.7841186523438,95.6250915527344,99.3097610473633,,15.7600202560425,11.0855102539063,82.9602508544922,15.7600202560425,96.5969924926758,15.7600202560425,53.9379501342773,44.8362747656813,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,72.583,67.783,70.17,,,,,,,17.2934080983317,13.1479997634888,,,,
Saudi Arabia,,,,,,,,,,,,,,,,,30.2038320866601,76.615,73.799,74.998,9.50818895737531,74400000000,,,,,,6.03999996185303,6.03999996185303,6.375,1.357,
Senegal,,,,,98.3164520263672,97.1000595092773,,,,,,,,,,,19.7452266048936,69.627,65.501,67.665,1.62643969627243,385132363.102436,,,,,,6.52699995040894,,4.681,1.1340000000000001,
Serbia,,,,,,97.1519927978516,96.1366500854492,96.8025665283203,,,,,,,,,,78.4,73.5,75.890243902439,1.61916720009295,817742205.957957,,,,,37.6189452464152,12.7329998016357,12.7327003479004,5.603,1.383,
Seychelles,,,,,,,,,,,,,,,,,31.9667366379614,77.4,68.5,72.8414634146341,1.43097250889698,22627990.0189425,,,,,,,3.5278000831604,,,
Sierra Leone,,,,,80.5162124633789,77.1400985717773,,,,,,,,,,,,55.106,53.468,54.309,0.751992568713766,29622478.0996257,,,,,28.9579924552656,4.41699981689453,,4.374,0.841,
Singapore,,,,,89.7218017578125,97.3573303222656,97.6747970581055,,,31.5955905914307,,81.4235610961914,55.7606086730957,87.9087982177734,46.7000312805176,73.5237884521484,14.8364034354547,85.4,81,83.1463414634146,3.10881701464223,10835236244.0897,,,,,,4.01900005340576,,6.2620000000000005,1.463,63152.173913043478
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,39.2891944054536,80.8,73.9,77.2658536585366,1.21727077073018,1295988102.40431,,,,,,6.53599977493286,6.53630018234253,6.1979999999999995,1.504,
Slovenia,,,,,,,,,,,,,,,,,37.8701518119254,84.4,78.5,81.3780487804878,0.980454125264519,529496122.658546,,,,,,5.10799980163574,5.10780000686646,6.117999999999999,1.5230000000000001,
Solomon Islands,,,,,,,,,,,,,,,,,31.9215643429387,74.697,71.158,72.835,,,,,,,190.742543981153,0.617999970912933,,,,
Somalia,,,,,,,,,,,,,,,,,,58.791,55.41,57.068,,77402000,,,,,,11.2799997329712,,4.668,0.698,
South Africa,,,,,94.9644317626953,95.7942810058594,95.2736206054688,95.0525512695313,,,,,,,,,35.8674647955641,67.398,60.463,63.857,0.997870312788444,3670400753.13987,,,,,29.8517289413612,26.9200000762939,26.9062004089355,4.7219999999999995,1.351,44194.915254237288
South Sudan,,,,,,,,,,,,,,,,,,59.135,56.115,57.604,3.65007396697039,149092424.699547,,,,,,12.2250003814697,,2.853,0.575,
Spain,,,,,,,,,0.660179972648621,21.9363403320313,12.924280166626,77.7223587036133,31.1615695953369,91.9167175292969,31.106409072876,50.4169883728027,19.0630788899952,86.3,80.7,83.4317073170732,1.25607202836816,17823271130.6257,,,,,,15.2550001144409,15.2546997070313,6.354,1.484,38911.564625850340
Sri Lanka,,,,,80.8515396118164,78.4080810546875,60.676570892334,74.655143737793,,4.38589000701904,0.707849979400635,82.865966796875,,,,63.0344696044922,16.333667496341,80.121,73.415,76.812,1.90513033038923,1681433577.38686,,,,,13.0805181087069,4.11899995803833,4.31790018081665,4.3660000000000005,1.265,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,,,,,99.8122787475586,88.8798370361328,,93.8414611816406,,,,,,,,,,77.434,74.72,76.057,,,,,,,46.4186230077354,20.878999710083,19.2863006591797,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,83.2,76.7,79.8707317073171,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,100,100,,,,,,,,,,,,75.007,70.182,72.415,,,,,,,51.9658121897699,18.878999710083,,,,
Sudan,,,,,,,,,,,,,,,,,,66.947,63.277,65.095,1.7837481258529,1047878719.98741,,,,,,16.8999996185303,,,,
Suriname,,,,,,,,,,,,,,,,,,74.937,68.368,71.57,,,,,,,,6.99399995803833,,,,
Sweden,,,,,,,,,,,,,,,,,31.7396826133224,84.3,80.9,82.5585365853659,1.03110016567115,5732822794.38131,,,,,,6.34600019454956,6.3649001121521,7.343,1.4869999999999999,63011.363636363636
Switzerland,,,,,,,,,2.93415999412537,,19.9682102203369,97.0852584838867,,,38.9819602966309,85.681770324707,16.9715523463115,85.7,81.9,83.7536585365854,0.660145458236953,4654732701.24024,,,,,,4.71299982070923,4.7133002281189,7.48,1.526,105740.740740740741
Syrian Arab Republic,,,,,,,,,,,,,,,,,,77.763,66.578,71.779,,,,,,,,8.25699996948242,,3.4619999999999997,0.37799999999999995,
Tajikistan,,,,,,,,,,,,,,,,,,73.177,68.727,70.879,,,,,,,21.4923447176334,11.1330003738403,,5.4670000000000005,1.0979999999999999,
Tanzania,,,,,,,,,,,,,,,,,14.3242085910558,66.824,63.17,65.015,1.26408102488327,698876677.785505,,,,,27.3231277117453,1.99000000953674,,3.2310000000000003,0.885,
Thailand,,,,,,,,,0.101020000874996,14.9390001296997,2.05562996864319,46.2370681762695,,66.8461685180664,19.3189296722412,33.3059310913086,18.4233427744401,80.704,73.228,76.931,1.35860804754274,6876114542.56436,,,,,119.213615395171,0.765999972820282,0.765500009059906,6.007999999999999,1.409,27500.000000000000
Timor-Leste,,,,,,,,,,,,,,,,,56.4817513365104,71.376,67.279,69.26,0.672735751201542,20610000,,,,,426.368892149188,4.47900009155273,,,,
Togo,,,,,,,,,,,,,,,,,17.8860132664408,61.612,59.892,60.76,1.94986250323112,104378994.645016,,,,,,2.0789999961853,,4.085,0.5720000000000001,
Tonga,,,,,,,,,,,,,,,,,,72.763,68.877,70.801,,,,,,,121.599777038681,1.05200004577637,3.06859993934631,,,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,76.092,70.751,73.38,0.71942823421415,162089976.810014,,,,,,2.5,,6.192,1.4769999999999999,
Tunisia,,,,,,,,,,,,,,,,,,78.536,74.493,76.505,2.10739106353316,844227367.128514,,,,,16.121906944358,15.4589996337891,15.4586000442505,4.461,1.0,24230.769230769231
Turkey,,,,,,,,,,,,,,,,,33.8603557494336,80.336,74.447,77.437,2.54699564062606,19648693823.8514,,,,,20.8493532908069,10.8900003433228,10.8901996612549,5.372999999999999,1.36,16619.718309859155
Turkmenistan,,,,,,,,,,,,,,,,,,71.584,64.603,68.073,,,,,,,,3.79999995231628,,5.247000000000001,1.538,
Turks and Caicos Islands,,,,,100,82.2001800537109,,81.1621932983398,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,11.8928293925804,65.173,60.655,62.973,1.43683718920668,408367566.71345,,,,,27.2706872772324,1.74899995326996,,4.189,1.069,
Ukraine,,,,,,,,,,,,,,,,,33.4059605398183,76.72,66.69,71.5826829268293,3.19235326531891,4169707536.40909,,,,,17.1992355351387,8.79899978637695,8.79940032958984,4.332,1.39,20312.500000000000
United Arab Emirates,,,,,,,,,0.905449986457825,47.2930297851563,10.0739097595215,82.8856201171875,55.465690612793,91.0054321289063,51.7846717834473,69.1401596069336,3.96311411908831,79.164,77.133,77.814,,,,,,,,2.22900009155273,,6.825,1.31,
United Kingdom,,,,,,,,,,,,,,,,,36.9518034756266,83.1,79.5,81.2560975609756,1.76602333448551,49892137484.3498,,,,,,3.99600005149841,3.99589991569519,7.053999999999999,1.538,65950.704225352113
United States,,,,,,,,,2.03264999389648,34.9924697875977,13.0503797531128,96.0293731689453,45.167911529541,99.0315322875977,45.167911529541,89.8053588867188,22.3843119129223,81.1,76.1,78.5390243902439,3.3162444576718,682491400000,,,,,,3.89599990844727,3.89560008049011,6.892,1.4569999999999999,109616.306954436451
Uruguay,,,,,96.3866882324219,98.0378265380859,93.6529006958008,96.3474578857422,,11.4731798171997,2.08136010169983,56.8321418762207,13.317720413208,91.1970977783203,13.317720413208,30.4411907196045,34.9911081529923,81.359,73.958,77.77,2.13394883602056,1271117731.00881,,,,,,8.33600044250488,8.33580017089844,6.292999999999999,1.465,
Uzbekistan,,,,,,,,,,16.3034191131592,,99.9048690795898,63.8901710510254,99.990592956543,63.8901710510254,96.1492462158203,17.1259175210424,73.676,69.445,71.573,3.5554825523167,1440385072.20752,,,,,154.360612988413,5.73600006103516,9.30000019073486,6.1739999999999995,1.5290000000000001,
Vanuatu,,,,,,,,,,,,,,,,,25.8663871551223,71.99,68.847,70.323,,,,,,,104.563368332459,4.36800003051758,,,,
"Venezuela, RB",,,,,,,,,,,,,,,,,,76.074,68.398,72.128,,,,,,,,7.21700000762939,,4.707,1.4269999999999998,
Vietnam,,,,,,,,,,,,,,,,,,79.442,71.207,75.317,,,,,,,51.8924200179426,1.99300003051758,1.16079998016357,5.175,1.3459999999999999,15000.000000000000
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,83,76.3,79.5682926829268,,,,,,,,8.39799976348877,,,,
West Bank and Gaza,,,,,,,,,0.255140006542206,19.0867595672607,1.70116996765137,64.2453689575195,25.8593196868896,94.5776824951172,25.8593196868896,42.6016883850098,,75.595,72.263,73.895,,,,,,,,26.2560005187988,26.2560997009277,4.696000000000001,1.247,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,67.795,64.418,66.096,,,,,,,,13.0019998550415,,3.38,1.163,
Zambia,,,,,,,,,,,,,,,,,19.5945287478849,66.447,60.533,63.51,1.42450319367997,378025430.958942,,,,,8.25698653690778,11.5,12.006199836731,4.107,1.058,
Zimbabwe,,,,,,,,,,,,,,,,,31.4322358698447,62.598,59.501,61.195,1.22279496677105,420364000,,,,,0.687562971546776,5.08699989318848,,3.6630000000000003,1.114,
